pmc_id,tab_lb,row_id,tab_id,trait_in_article,trait_in_onto,trait_uri,chromosome,marker,marker_uri,gene,gene_uri,doi
4321030,4,7,6,Yield,yield,http://purl.obolibrary.org/obo/SP_0000198,"",cLEX4G10-At5g04590,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene125_0-i22;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene210_0-i23;http://solgenomics.net/genome/Solanum_pennellii/variation/C2_At5g04590;http://solgenomics.net/genome/Solanum_pennellii/variation/cLEX-4-G10,,,10.1534/g3.114.014654
4321030,4,8,6,"Fruit height","fruit;plant height",http://purl.obolibrary.org/obo/PO_0009001;http://purl.obolibrary.org/obo/TO_0000207;http://purl.obolibrary.org/obo/SP_0000402;http://purl.obolibrary.org/obo/SP_0000037,"",TG194-J1,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene358_0-i2;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene72_0-i22;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene73_0-i22;http://solgenomics.net/genome/Solanum_pennellii/variation/cLES-5-J1,,,10.1534/g3.114.014654
4321030,4,13,6,"Fruit width","fruit width",http://purl.obolibrary.org/obo/TO_0002627;http://purl.obolibrary.org/obo/SP_0000088,"",TG194-T0408,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene72_0-i22;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene73_0-i22;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene78_0-i22;http://solgenomics.net/genome/Solanum_pennellii/variation/T0408,,,10.1534/g3.114.014654
4321030,4,14,6,"Fruit shape","fruit shape",http://purl.obolibrary.org/obo/TO_0002628;http://purl.obolibrary.org/obo/SP_0000038,"",At2g14260-TG400,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene165_0-i23;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene220_0-i23;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene221_0-i23;http://solgenomics.net/genome/Solanum_pennellii/variation/C2_At2g14260;http://solgenomics.net/genome/Solanum_pennellii/variation/TG400-F;http://solgenomics.net/genome/Solanum_pennellii/variation/TG400-R,,,10.1534/g3.114.014654
4321030,4,16,6,"Fruit size","fruit size",http://purl.obolibrary.org/obo/TO_0002625;http://purl.obolibrary.org/obo/SP_0000010,"",TG194-TG523,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene72_0-i22;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene73_0-i22;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene88_0-i22;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene89_0-i22;http://solgenomics.net/genome/Solanum_pennellii/variation/TG523-F;http://solgenomics.net/genome/Solanum_pennellii/variation/TG523-R,,,10.1534/g3.114.014654
4321030,4,20,6,"Fruit weight","fruit weight",http://purl.obolibrary.org/obo/TO_0002746,"",At1g44790-TG400,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene220_0-i23;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene221_0-i23;http://solgenomics.net/genome/Solanum_pennellii/variation/C2_At1g44790;http://solgenomics.net/genome/Solanum_pennellii/variation/TG400-F;http://solgenomics.net/genome/Solanum_pennellii/variation/TG400-R,,,10.1534/g3.114.014654
4321030,4,21,6,"Seed weight","seed weight",http://purl.obolibrary.org/obo/TO_0000181;http://purl.obolibrary.org/obo/SP_0000104,"",TG194-J1,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene358_0-i2;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene72_0-i22;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene73_0-i22;http://solgenomics.net/genome/Solanum_pennellii/variation/cLES-5-J1,,,10.1534/g3.114.014654
4321030,4,24,6,oBrix,"","","",TG194-J1,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene358_0-i2;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene72_0-i22;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene73_0-i22;http://solgenomics.net/genome/Solanum_pennellii/variation/cLES-5-J1,,,10.1534/g3.114.014654
4321030,4,26,6,pH,pH,http://purl.obolibrary.org/obo/SP_0000170,"",At2g22570-U340899,http://solgenomics.net/genome/Solanum_pennellii/variation/C2_At2g22570,,,10.1534/g3.114.014654
4321030,4,28,6,"Canopy density","plant canopy",http://purl.obolibrary.org/obo/SP_0000236,"",TG194-TG523,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene72_0-i22;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene73_0-i22;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene88_0-i22;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene89_0-i22;http://solgenomics.net/genome/Solanum_pennellii/variation/TG523-F;http://solgenomics.net/genome/Solanum_pennellii/variation/TG523-R,,,10.1534/g3.114.014654
4321030,4,34,6,"Plant habit","plant habit",http://purl.obolibrary.org/obo/SP_0000003,"",TG194-TG523,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene72_0-i22;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene73_0-i22;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene88_0-i22;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene89_0-i22;http://solgenomics.net/genome/Solanum_pennellii/variation/TG523-F;http://solgenomics.net/genome/Solanum_pennellii/variation/TG523-R,,,10.1534/g3.114.014654
4321030,4,36,6,"Plant height","plant height",http://purl.obolibrary.org/obo/TO_0000207;http://purl.obolibrary.org/obo/SP_0000402,"",TG194-T0408,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene72_0-i22;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene73_0-i22;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene78_0-i22;http://solgenomics.net/genome/Solanum_pennellii/variation/T0408,,,10.1534/g3.114.014654
4321030,4,41,6,"Plant width","plant width",http://purl.obolibrary.org/obo/TO_0006062,"",J1-At1g21690,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene110_0-i22;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene358_0-i2;http://solgenomics.net/genome/Solanum_pennellii/variation/C2_At1g21690;http://solgenomics.net/genome/Solanum_pennellii/variation/cLES-5-J1,,,10.1534/g3.114.014654
4321030,4,43,6,"Plant shape","","","",TG194-TG523,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene72_0-i22;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene73_0-i22;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene88_0-i22;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene89_0-i22;http://solgenomics.net/genome/Solanum_pennellii/variation/TG523-F;http://solgenomics.net/genome/Solanum_pennellii/variation/TG523-R,,,10.1534/g3.114.014654
4321030,4,49,6,"Plant size","plant size",http://purl.obolibrary.org/obo/SP_0000002,"",TG194-T0408,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene72_0-i22;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene73_0-i22;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene78_0-i22;http://solgenomics.net/genome/Solanum_pennellii/variation/T0408,,,10.1534/g3.114.014654
4948827,5,17,10,qELS_T12_A10,"","","",A10,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene400_0-i6;http://solgenomics.net/genome/Solanum_pennellii/variation/cLET-14-A10,,,10.1371/journal.pone.0158452
4948827,6,15,11,qLLS_T13_A10_1,"","","",A10,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene400_0-i6;http://solgenomics.net/genome/Solanum_pennellii/variation/cLET-14-A10,,,10.1371/journal.pone.0158452
4948827,6,18,11,qLLS_T13_A10_2,"","","",A10,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene400_0-i6;http://solgenomics.net/genome/Solanum_pennellii/variation/cLET-14-A10,,,10.1371/journal.pone.0158452
3852376,4,19,23,"Fruit width","fruit width",http://purl.obolibrary.org/obo/TO_0002627;http://purl.obolibrary.org/obo/SP_0000088,"",At3g17210,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene275_0-i11;http://solgenomics.net/genome/Solanum_pennellii/variation/C2_At3g17210,,,10.1534/g3.113.007195
3852376,4,37,23,"Seed weight","seed weight",http://purl.obolibrary.org/obo/TO_0000181;http://purl.obolibrary.org/obo/SP_0000104,"",T0536,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene250_0-i11;http://solgenomics.net/genome/Solanum_pennellii/variation/T0536,,,10.1534/g3.113.007195
3852376,4,70,23,"Time to first ripe fruit (d)",fruit,http://purl.obolibrary.org/obo/PO_0009001;http://purl.obolibrary.org/obo/SP_0000037,"",TG358-T0536,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene250_0-i11;http://solgenomics.net/genome/Solanum_pennellii/variation/T0536,,,10.1534/g3.113.007195
3852376,4,75,23,"Time to 50% ripe fruit (d)",fruit,http://purl.obolibrary.org/obo/PO_0009001;http://purl.obolibrary.org/obo/SP_0000037,"",TG358-T0536,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene250_0-i11;http://solgenomics.net/genome/Solanum_pennellii/variation/T0536,,,10.1534/g3.113.007195
3852376,4,79,23,Yield,yield,http://purl.obolibrary.org/obo/SP_0000198,"",TG358-T0536,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene250_0-i11;http://solgenomics.net/genome/Solanum_pennellii/variation/T0536,,,10.1534/g3.113.007195
3852376,4,83,23,"Fruit height","fruit;plant height",http://purl.obolibrary.org/obo/PO_0009001;http://purl.obolibrary.org/obo/TO_0000207;http://purl.obolibrary.org/obo/SP_0000402;http://purl.obolibrary.org/obo/SP_0000037,"",TG358-T0536,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene250_0-i11;http://solgenomics.net/genome/Solanum_pennellii/variation/T0536,,,10.1534/g3.113.007195
3852376,4,88,23,"Fruit width","fruit width",http://purl.obolibrary.org/obo/TO_0002627;http://purl.obolibrary.org/obo/SP_0000088,"",At2g39950-At5g49510,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene261_0-i11;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene276_0-i11;http://solgenomics.net/genome/Solanum_pennellii/variation/C2_At2g39950;http://solgenomics.net/genome/Solanum_pennellii/variation/C2_At5g49510,,,10.1534/g3.113.007195
3852376,4,89,23,"Fruit shape (H:W)","fruit shape",http://purl.obolibrary.org/obo/TO_0002628;http://purl.obolibrary.org/obo/SP_0000038,"",TG358-T0536,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene250_0-i11;http://solgenomics.net/genome/Solanum_pennellii/variation/T0536,,,10.1534/g3.113.007195
3852376,4,94,23,"Fruit size","fruit size",http://purl.obolibrary.org/obo/TO_0002625;http://purl.obolibrary.org/obo/SP_0000010,"",TG358-T0536,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene250_0-i11;http://solgenomics.net/genome/Solanum_pennellii/variation/T0536,,,10.1534/g3.113.007195
3852376,4,100,23,"Fruit weight","fruit weight",http://purl.obolibrary.org/obo/TO_0002746,"",TG358-T0536,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene250_0-i11;http://solgenomics.net/genome/Solanum_pennellii/variation/T0536,,,10.1534/g3.113.007195
3852376,4,106,23,"Seed weight","seed weight",http://purl.obolibrary.org/obo/TO_0000181;http://purl.obolibrary.org/obo/SP_0000104,"",TG358-cLEX13G5,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene253_0-i11;http://solgenomics.net/genome/Solanum_pennellii/variation/cLEX-13-G5,,,10.1534/g3.113.007195
3852376,4,107,23,Brix,"","","",TG358-T0536,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene250_0-i11;http://solgenomics.net/genome/Solanum_pennellii/variation/T0536,,,10.1534/g3.113.007195
3852376,4,111,23,pH,pH,http://purl.obolibrary.org/obo/SP_0000170,"",TG358-T0536,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene250_0-i11;http://solgenomics.net/genome/Solanum_pennellii/variation/T0536,,,10.1534/g3.113.007195
3852376,4,112,23,"Canopy density","plant canopy",http://purl.obolibrary.org/obo/SP_0000236,"",TG358-cLEX13G5,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene253_0-i11;http://solgenomics.net/genome/Solanum_pennellii/variation/cLEX-13-G5,,,10.1534/g3.113.007195
3852376,4,114,23,"Plant habit","plant habit",http://purl.obolibrary.org/obo/SP_0000003,"",TG358-T0536,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene250_0-i11;http://solgenomics.net/genome/Solanum_pennellii/variation/T0536,,,10.1534/g3.113.007195
3852376,4,115,23,"Plant height","plant height",http://purl.obolibrary.org/obo/TO_0000207;http://purl.obolibrary.org/obo/SP_0000402,"",TG358-T0536,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene250_0-i11;http://solgenomics.net/genome/Solanum_pennellii/variation/T0536,,,10.1534/g3.113.007195
3852376,4,122,23,"Plant width","plant width",http://purl.obolibrary.org/obo/TO_0006062,"",TG358-T0536,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene250_0-i11;http://solgenomics.net/genome/Solanum_pennellii/variation/T0536,,,10.1534/g3.113.007195
3852376,4,127,23,"Plant shape (H:W)","","","",TG358-T0536,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene250_0-i11;http://solgenomics.net/genome/Solanum_pennellii/variation/T0536,,,10.1534/g3.113.007195
3852376,4,131,23,"Plant size","plant size",http://purl.obolibrary.org/obo/SP_0000002,"",TG358-T0536,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene250_0-i11;http://solgenomics.net/genome/Solanum_pennellii/variation/T0536,,,10.1534/g3.113.007195
3464107,4,1,26,"09FD_120 Loc1 LEAF","compound leaf",http://purl.obolibrary.org/obo/PO_0020043;http://purl.obolibrary.org/obo/PO_0025034;http://purl.obolibrary.org/obo/SP_0000108;http://purl.obolibrary.org/obo/SP_0000177,"",At2g31970-At4g12590,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene280_0-i11;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene289_0-i10;http://solgenomics.net/genome/Solanum_pennellii/variation/C2_At2g31970;http://solgenomics.net/genome/Solanum_pennellii/variation/C2_At4g12590,,,10.1534/g3.112.003459
3464107,4,2,26,"09FD_120 Loc2 LEAF","compound leaf",http://purl.obolibrary.org/obo/PO_0020043;http://purl.obolibrary.org/obo/PO_0025034;http://purl.obolibrary.org/obo/SP_0000108;http://purl.obolibrary.org/obo/SP_0000177,"",At5g49510,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene276_0-i11;http://solgenomics.net/genome/Solanum_pennellii/variation/C2_At5g49510,,,10.1534/g3.112.003459
3464107,4,3,26,"09FD_120 Loc1&2 STEM",stem,http://purl.obolibrary.org/obo/PO_0009047;http://purl.obolibrary.org/obo/SP_0000193,"",T1541-TG69,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene292_0-i10;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene301_0-i10;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene303_0-i10;http://solgenomics.net/genome/Solanum_pennellii/variation/T1541;http://solgenomics.net/genome/Solanum_pennellii/variation/TG69-F;http://solgenomics.net/genome/Solanum_pennellii/variation/TG69-R,,,10.1534/g3.112.003459
3464107,4,6,26,"10FD-early_83 Loc1 STEM",stem,http://purl.obolibrary.org/obo/PO_0009047;http://purl.obolibrary.org/obo/SP_0000193,"",T1541,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene292_0-i10;http://solgenomics.net/genome/Solanum_pennellii/variation/T1541,,,10.1534/g3.112.003459
3464107,4,7,26,"10FD-early_83 Loc2 STEM",stem,http://purl.obolibrary.org/obo/PO_0009047;http://purl.obolibrary.org/obo/SP_0000193,"",T1541-TG69,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene292_0-i10;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene301_0-i10;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene303_0-i10;http://solgenomics.net/genome/Solanum_pennellii/variation/T1541;http://solgenomics.net/genome/Solanum_pennellii/variation/TG69-F;http://solgenomics.net/genome/Solanum_pennellii/variation/TG69-R,,,10.1534/g3.112.003459
3464107,4,9,26,"GC_120 p10353 STEM",stem,http://purl.obolibrary.org/obo/PO_0009047;http://purl.obolibrary.org/obo/SP_0000193,"",TG23,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene273_0-i11;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene274_0-i11;http://solgenomics.net/genome/Solanum_pennellii/variation/TG23-F;http://solgenomics.net/genome/Solanum_pennellii/variation/TG23-R,,,10.1534/g3.112.003459
3464107,4,11,26,"09FD_120 Loc1&2 LEAF","compound leaf",http://purl.obolibrary.org/obo/PO_0020043;http://purl.obolibrary.org/obo/PO_0025034;http://purl.obolibrary.org/obo/SP_0000108;http://purl.obolibrary.org/obo/SP_0000177,"",At4g22260,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene100_0-i22;http://solgenomics.net/genome/Solanum_pennellii/variation/C2_At4g22260,,,10.1534/g3.112.003459
3464107,4,13,26,"10FD-early_83 Loc1&2 LEAF","compound leaf",http://purl.obolibrary.org/obo/PO_0020043;http://purl.obolibrary.org/obo/PO_0025034;http://purl.obolibrary.org/obo/SP_0000108;http://purl.obolibrary.org/obo/SP_0000177,"",TG194,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene72_0-i22;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene73_0-i22,,,10.1534/g3.112.003459
3464107,4,15,26,"10FD-early_83 Loc1 STEM",stem,http://purl.obolibrary.org/obo/PO_0009047;http://purl.obolibrary.org/obo/SP_0000193,"",TG194,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene72_0-i22;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene73_0-i22,,,10.1534/g3.112.003459
3464107,4,17,26,"10FD-early_83 Loc2 STEM",stem,http://purl.obolibrary.org/obo/PO_0009047;http://purl.obolibrary.org/obo/SP_0000193,"",TG194,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene72_0-i22;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene73_0-i22,,,10.1534/g3.112.003459
3464107,4,19,26,"10FD-late_83 Loc1 LEAF","compound leaf",http://purl.obolibrary.org/obo/PO_0020043;http://purl.obolibrary.org/obo/PO_0025034;http://purl.obolibrary.org/obo/SP_0000108;http://purl.obolibrary.org/obo/SP_0000177,"",cLEX4G10,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene125_0-i22;http://solgenomics.net/genome/Solanum_pennellii/variation/cLEX-4-G10,,,10.1534/g3.112.003459
3464107,4,21,26,"10FD-late_83 Loc2 LEAF","compound leaf",http://purl.obolibrary.org/obo/PO_0020043;http://purl.obolibrary.org/obo/PO_0025034;http://purl.obolibrary.org/obo/SP_0000108;http://purl.obolibrary.org/obo/SP_0000177,"",At1g21690,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene110_0-i22;http://solgenomics.net/genome/Solanum_pennellii/variation/C2_At1g21690,,,10.1534/g3.112.003459
3464107,4,24,26,"10FD-late_83 Loc1 STEM",stem,http://purl.obolibrary.org/obo/PO_0009047;http://purl.obolibrary.org/obo/SP_0000193,"",At5g04590,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene210_0-i23;http://solgenomics.net/genome/Solanum_pennellii/variation/C2_At5g04590,,,10.1534/g3.112.003459
3464107,4,25,26,"10FD-late_83 Loc2 STEM",stem,http://purl.obolibrary.org/obo/PO_0009047;http://purl.obolibrary.org/obo/SP_0000193,"",At5g16710,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene95_0-i22;http://solgenomics.net/genome/Solanum_pennellii/variation/C2_At5g16710,,,10.1534/g3.112.003459
3464107,4,26,26,"10FD-late_83 Loc2 STEM",stem,http://purl.obolibrary.org/obo/PO_0009047;http://purl.obolibrary.org/obo/SP_0000193,"",At5g04590,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene210_0-i23;http://solgenomics.net/genome/Solanum_pennellii/variation/C2_At5g04590,,,10.1534/g3.112.003459
3464107,4,27,26,"GC_120 p7629 LEAF","compound leaf",http://purl.obolibrary.org/obo/PO_0020043;http://purl.obolibrary.org/obo/PO_0025034;http://purl.obolibrary.org/obo/SP_0000108;http://purl.obolibrary.org/obo/SP_0000177,"",cLEX4G10,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene125_0-i22;http://solgenomics.net/genome/Solanum_pennellii/variation/cLEX-4-G10,,,10.1534/g3.112.003459
3464107,4,28,26,"GC_120 Sal10 LEAF","compound leaf;Sal",http://purl.obolibrary.org/obo/PO_0020043;http://purl.obolibrary.org/obo/PO_0025034;http://purl.obolibrary.org/obo/TO_0000429;http://purl.obolibrary.org/obo/SP_0000108;http://purl.obolibrary.org/obo/SP_0000177,"",At1g44446,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene114_0-i22;http://solgenomics.net/genome/Solanum_pennellii/variation/C2_At1g44446,,,10.1534/g3.112.003459
3464107,4,29,26,"GC_120 p7629 STEM",stem,http://purl.obolibrary.org/obo/PO_0009047;http://purl.obolibrary.org/obo/SP_0000193,"",cLEX4G10,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene125_0-i22;http://solgenomics.net/genome/Solanum_pennellii/variation/cLEX-4-G10,,,10.1534/g3.112.003459
