 "entity_uri" , "entity_lable" ,
 "http://purl.obolibrary.org/obo/SO_0000221" , "leucine_tRNA_primary_transcript" ,
 "http://purl.obolibrary.org/obo/SO_0001952" , "promoter_flanking_region" ,
 "http://purl.obolibrary.org/obo/SO_0000031" , "aptamer" ,
 "http://purl.obolibrary.org/obo/SO_0002075" , "incomplete_transcript_variant" ,
 "http://purl.obolibrary.org/obo/SO_0000809" , "invalidated_cDNA_clone" ,
 "http://purl.obolibrary.org/obo/SO_1000096" , "sequence_variant_causing_amino_acid_insertion" ,
 "http://purl.obolibrary.org/obo/SO_0001312" , "N6_2_prime_O_dimethyladenosine" ,
 "http://purl.obolibrary.org/obo/SO_0000960" , "circular_single_stranded_DNA_chromosome" ,
 "http://purl.obolibrary.org/obo/SO_0000269" , "seryl_tRNA" ,
 "http://purl.obolibrary.org/obo/SO_0000686" , "translocation_element" ,
 "http://purl.obolibrary.org/obo/SO_0001035" , "piRNA" ,
 "http://purl.obolibrary.org/obo/SO_0000522" , "V_VDJ_J_cluster" ,
 "http://purl.obolibrary.org/obo/SO_0100021" , "polypeptide_conserved_region" ,
 "http://purl.obolibrary.org/obo/SO_0001728" , "H3K9_dimethylation_site" ,
 "http://purl.obolibrary.org/obo/SO_0000654" , "maxicircle_gene" ,
 "http://purl.obolibrary.org/obo/SO_0001969" , "coding_transcript_intron_variant" ,
 "http://purl.obolibrary.org/obo/SO_0001663" , "BREd_motif" ,
 "http://purl.obolibrary.org/obo/SO_0001782" , "TF_binding_site_variant" ,
 "http://purl.obolibrary.org/obo/SO_1000028" , "intrachromosomal_mutation" ,
 "http://purl.obolibrary.org/obo/SO_0000692" , "gene_with_dicistronic_transcript" ,
 "http://purl.obolibrary.org/obo/SO_0000261" , "glycyl_tRNA" ,
 "http://purl.obolibrary.org/obo/SO_0001419" , "cis_splice_site" ,
 "http://purl.obolibrary.org/obo/SO_1000115" , "sequence_variant_causing_complex_3D_structural_change" ,
 "http://purl.obolibrary.org/obo/SO_0000539" , "DJ_C_cluster" ,
 "http://purl.obolibrary.org/obo/SO_0000244" , "four_cutter_restriction_site" ,
 "http://purl.obolibrary.org/obo/SO_0001015" , "wobble_base_pair" ,
 "http://purl.obolibrary.org/obo/SO_0000728" , "intein" ,
 "http://purl.obolibrary.org/obo/SO_1001190" , "encodes_different_polypeptides_different_stop" ,
 "http://purl.obolibrary.org/obo/SO_0000531" , "V_D_J_C_cluster" ,
 "http://purl.obolibrary.org/obo/SO_0000919" , "substitute_A_to_I" ,
 "http://purl.obolibrary.org/obo/SO_0000785" , "cloned_region" ,
 "http://purl.obolibrary.org/obo/SO_0000918" , "delete_U" ,
 "http://purl.obolibrary.org/obo/SO_0000535" , "V_J_C_cluster" ,
 "http://purl.obolibrary.org/obo/SO_0000481" , "terminal_inverted_repeat" ,
 "http://purl.obolibrary.org/obo/SO_0001245" , "miRNA_stem" ,
 "http://purl.obolibrary.org/obo/SO_0000997" , "gene_fragment" ,
 "http://purl.obolibrary.org/obo/SO_0001884" , "regulatory_region_translocation" ,
 "http://purl.obolibrary.org/obo/SO_0001484" , "X_element_combinatorial_repeat" ,
 "http://purl.obolibrary.org/obo/SO_0000784" , "foreign" ,
 "http://purl.obolibrary.org/obo/SO_0000148" , "supercontig" ,
 "http://purl.obolibrary.org/obo/SO_0000091" , "apicoplast_gene" ,
 "http://purl.obolibrary.org/obo/SO_0001143" , "st_turn_left_handed_type_two" ,
 "http://purl.obolibrary.org/obo/SO_0000015" , "DPE_motif" ,
 "http://purl.obolibrary.org/obo/SO_0001872" , "rearrangement_region" ,
 "http://purl.obolibrary.org/obo/SO_0001593" , "minus_2_frameshift_variant" ,
 "http://purl.obolibrary.org/obo/SO_0001614" , "elongated_in_frame_polypeptide_N_terminal_elongation" ,
 "http://purl.obolibrary.org/obo/SO_0000372" , "enzymatic_RNA" ,
 "http://purl.obolibrary.org/obo/SO_0000000" , "Sequence_Ontology" ,
 "http://purl.obolibrary.org/obo/SO_0000197" , "three_prime_coding_exon_coding_region" ,
 "http://purl.obolibrary.org/obo/SO_0000589" , "SRP_RNA_primary_transcript" ,
 "http://purl.obolibrary.org/obo/SO_1000173" , "tandem_duplication" ,
 "http://purl.obolibrary.org/obo/SO_0002138" , "predicted_transcript" ,
 "http://purl.obolibrary.org/obo/SO_0000294" , "inverted_repeat" ,
 "http://purl.obolibrary.org/obo/SO_1001244" , "alternatively_spliced_transcript_encoding_greater_than_1_polypeptide_different_start_codon_different_stop_codon_coding_regions_non_overlapping" ,
 "http://purl.obolibrary.org/obo/SO_0001567" , "stop_retained_variant" ,
 "http://purl.obolibrary.org/obo/SO_0000857" , "homologous" ,
 "http://purl.obolibrary.org/obo/SO_0000719" , "ultracontig" ,
 "http://purl.obolibrary.org/obo/SO_0000781" , "transgenic" ,
 "http://purl.obolibrary.org/obo/SO_0000548" , "gene_with_edited_transcript" ,
 "http://purl.obolibrary.org/obo/SO_0001129" , "asx_turn_left_handed_type_one" ,
 "http://purl.obolibrary.org/obo/SO_0000243" , "internal_ribosome_entry_site" ,
 "http://purl.obolibrary.org/obo/SO_0001265" , "miRNA_gene" ,
 "http://purl.obolibrary.org/obo/SO_0000213" , "asparagine_tRNA_primary_transcript" ,
 "http://purl.obolibrary.org/obo/SO_1000134" , "sequence_variant_causing_polypeptide_fusion" ,
 "http://purl.obolibrary.org/obo/SO_0000644" , "antisense_RNA" ,
 "http://purl.obolibrary.org/obo/SO_1000069" , "sequence_variant_causing_minus_2_frameshift" ,
 "http://purl.obolibrary.org/obo/SO_0000179" , "clone_insert_start" ,
 "http://purl.obolibrary.org/obo/SO_0000767" , "clone_insert_start" ,
 "http://purl.obolibrary.org/obo/SO_0001787" , "splice_donor_5th_base_variant" ,
 "http://purl.obolibrary.org/obo/SO_0000856" , "conserved" ,
 "http://purl.obolibrary.org/obo/SO_1000120" , "sequence_variant_causing_inactive_catalytic_site" ,
 "http://purl.obolibrary.org/obo/SO_0001889" , "transcript_amplification" ,
 "http://purl.obolibrary.org/obo/SO_0000235" , "TF_binding_site" ,
 "http://purl.obolibrary.org/obo/SO_0001837" , "mobile_element_insertion" ,
 "http://purl.obolibrary.org/obo/SO_0000154" , "PAC" ,
 "http://purl.obolibrary.org/obo/SO_0000322" , "nuclease_hypersensitive_site" ,
 "http://purl.obolibrary.org/obo/SO_0001358" , "five_carboxyhydroxymethyl_uridine" ,
 "http://purl.obolibrary.org/obo/SO_0001428" , "expressed_sequence_assembly" ,
 "http://purl.obolibrary.org/obo/SO_0000727" , "CRM" ,
 "http://purl.obolibrary.org/obo/SO_0001603" , "polypeptide_sequence_variant" ,
 "http://purl.obolibrary.org/obo/SO_0000871" , "polyadenylated_mRNA" ,
 "http://purl.obolibrary.org/obo/SO_1001188" , "encodes_1_polypeptide" ,
 "http://purl.obolibrary.org/obo/SO_0000400" , "sequence_attribute" ,
 "http://purl.obolibrary.org/obo/SO_0000146" , "capped" ,
 "http://purl.obolibrary.org/obo/SO_0001827" , "mRNA_read" ,
 "http://purl.obolibrary.org/obo/SO_0002055" , "null_mutation" ,
 "http://purl.obolibrary.org/obo/SO_0002070" , "Alu_deletion" ,
 "http://purl.obolibrary.org/obo/SO_0001350" , "four_thiouridine" ,
 "http://purl.obolibrary.org/obo/SO_0000381" , "group_IIA_intron" ,
 "http://purl.obolibrary.org/obo/SO_0005853" , "gene_cassette" ,
 "http://purl.obolibrary.org/obo/SO_1000074" , "sequence_variant_causing_cryptic_splice_activation" ,
 "http://purl.obolibrary.org/obo/SO_0000794" , "engineered_rescue_region" ,
 "http://purl.obolibrary.org/obo/SO_0000889" , "paternally_imprinted_gene" ,
 "http://purl.obolibrary.org/obo/SO_0000062" , "deficient_intrachromosomal_transposition" ,
 "http://purl.obolibrary.org/obo/SO_0002022" , "priRNA" ,
 "http://purl.obolibrary.org/obo/SO_0000090" , "plastid_gene" ,
 "http://purl.obolibrary.org/obo/SO_0000014" , "INR_motif" ,
 "http://purl.obolibrary.org/obo/SO_0000140" , "attenuator" ,
 "http://purl.obolibrary.org/obo/SO_0001024" , "haplotype" ,
 "http://purl.obolibrary.org/obo/SO_0000861" , "capped_primary_transcript" ,
 "http://purl.obolibrary.org/obo/SO_0000065" , "free_chromosome_arm" ,
 "http://purl.obolibrary.org/obo/SO_0000489" , "VJ_C_cluster" ,
 "http://purl.obolibrary.org/obo/SO_0000171" , "RNApol_III_promoter" ,
 "http://purl.obolibrary.org/obo/SO_0001040" , "integrated_plasmid" ,
 "http://purl.obolibrary.org/obo/SO_0000488" , "VDJ_J_cluster" ,
 "http://purl.obolibrary.org/obo/SO_0000908" , "supported_by_domain_match" ,
 "http://purl.obolibrary.org/obo/SO_0001043" , "attCtn_site" ,
 "http://purl.obolibrary.org/obo/SO_0001309" , "two_methylthio_N6_hydroxynorvalyl_carbamoyladenosine" ,
 "http://purl.obolibrary.org/obo/SO_1000109" , "mutation_causing_out_of_frame_polypeptide_C_terminal_elongation" ,
 "http://purl.obolibrary.org/obo/SO_0001147" , "natural_variant_site" ,
 "http://purl.obolibrary.org/obo/SO_0001170" , "polinton" ,
 "http://purl.obolibrary.org/obo/SO_0002102" , "IG_V_pseudogene" ,
 "http://purl.obolibrary.org/obo/SO_0001348" , "two_prime_O_methylpseudouridine" ,
 "http://purl.obolibrary.org/obo/SO_0001392" , "modified_L_threonine" ,
 "http://purl.obolibrary.org/obo/SO_0001525" , "assembly_error_correction" ,
 "http://purl.obolibrary.org/obo/SO_0001823" , "conservative_inframe_insertion" ,
 "http://purl.obolibrary.org/obo/SO_0002149" , "H2AZK15_acetylation_site" ,
 "http://purl.obolibrary.org/obo/SO_0001799" , "regional_centromere_outer_repeat_region" ,
 "http://purl.obolibrary.org/obo/SO_0000622" , "C_box" ,
 "http://purl.obolibrary.org/obo/SO_0005848" , "gene_cassette_member" ,
 "http://purl.obolibrary.org/obo/SO_0000546" , "designed_sequence" ,
 "http://purl.obolibrary.org/obo/SO_0000534" , "V_J_cluster" ,
 "http://purl.obolibrary.org/obo/SO_0000315" , "TSS" ,
 "http://purl.obolibrary.org/obo/SO_0001544" , "editing_variant" ,
 "http://purl.obolibrary.org/obo/SO_0000711" , "gene_with_mRNA_recoded_by_translational_bypass" ,
 "http://purl.obolibrary.org/obo/SO_0000587" , "group_I_intron" ,
 "http://purl.obolibrary.org/obo/SO_0000330" , "conserved_region" ,
 "http://purl.obolibrary.org/obo/SO_0001212" , "plus_2_translational_frameshift" ,
 "http://purl.obolibrary.org/obo/SO_0002129" , "mt_tRNA" ,
 "http://purl.obolibrary.org/obo/SO_0000328" , "microarray_oligo" ,
 "http://purl.obolibrary.org/obo/SO_0002139" , "unconfirmed_transcript" ,
 "http://purl.obolibrary.org/obo/SO_0001410" , "experimental_feature" ,
 "http://purl.obolibrary.org/obo/SO_0001455" , "selenocysteine" ,
 "http://purl.obolibrary.org/obo/SO_0000771" , "QTL" ,
 "http://purl.obolibrary.org/obo/SO_1000157" , "uninverted_interchromosomal_transposition" ,
 "http://purl.obolibrary.org/obo/SO_0000670" , "chromosome_breakage_sequence" ,
 "http://purl.obolibrary.org/obo/SO_0001121" , "polypeptide_nest_left_right_motif" ,
 "http://purl.obolibrary.org/obo/SO_0000118" , "transcript_with_translational_frameshift" ,
 "http://purl.obolibrary.org/obo/SO_0000145" , "recoded_codon" ,
 "http://purl.obolibrary.org/obo/SO_0000906" , "independently_known" ,
 "http://purl.obolibrary.org/obo/SO_0001998" , "sgRNA" ,
 "http://purl.obolibrary.org/obo/SO_0000736" , "organelle_sequence" ,
 "http://purl.obolibrary.org/obo/SO_0000635" , "mini_exon_donor_RNA" ,
 "http://purl.obolibrary.org/obo/SO_0001306" , "two_methylthio_N6_threonyl_carbamoyladenosine" ,
 "http://purl.obolibrary.org/obo/SO_0000348" , "nucleic_acid" ,
 "http://purl.obolibrary.org/obo/SO_0001503" , "processed_transcript" ,
 "http://purl.obolibrary.org/obo/SO_0000612" , "polypyrimidine_tract" ,
 "http://purl.obolibrary.org/obo/SO_0001098" , "polypeptide_magnesium_ion_contact_site" ,
 "http://purl.obolibrary.org/obo/SO_0000797" , "natural_transposable_element" ,
 "http://purl.obolibrary.org/obo/SO_1001217" , "member_of_regulon" ,
 "http://purl.obolibrary.org/obo/SO_0000342" , "site_specific_recombination_target_region" ,
 "http://purl.obolibrary.org/obo/SO_0000873" , "edited_transcript" ,
 "http://purl.obolibrary.org/obo/SO_0000738" , "nuclear_sequence" ,
 "http://purl.obolibrary.org/obo/SO_0001232" , "ribothymidine" ,
 "http://purl.obolibrary.org/obo/SO_0000812" , "polyA_primed_cDNA_clone" ,
 "http://purl.obolibrary.org/obo/SO_0000886" , "recoded_by_translational_bypass" ,
 "http://purl.obolibrary.org/obo/SO_0000706" , "trans_splice_acceptor_site" ,
 "http://purl.obolibrary.org/obo/SO_0001408" , "cleaved_for_gpi_anchor_region" ,
 "http://purl.obolibrary.org/obo/SO_0001297" , "N6_methyladenosine" ,
 "http://purl.obolibrary.org/obo/SO_0001744" , "UPD" ,
 "http://purl.obolibrary.org/obo/SO_0000913" , "cloned_cDNA_insert" ,
 "http://purl.obolibrary.org/obo/SO_1001249" , "CDS_supported_by_domain_match_data" ,
 "http://purl.obolibrary.org/obo/SO_0001730" , "H4K5_acetylation_site" ,
 "http://purl.obolibrary.org/obo/SO_1000066" , "sequence_variant_causing_plus_1_frameshift_mutation" ,
 "http://purl.obolibrary.org/obo/SO_0000796" , "transgenic_transposable_element" ,
 "http://purl.obolibrary.org/obo/SO_0001188" , "LNA" ,
 "http://purl.obolibrary.org/obo/SO_0000002" , "sequence_secondary_structure" ,
 "http://purl.obolibrary.org/obo/SO_0000869" , "plus_2_framshift" ,
 "http://purl.obolibrary.org/obo/SO_1000089" , "sequence_variant_causing_no_change_of_translational_product" ,
 "http://purl.obolibrary.org/obo/SO_0002105" , "translated_processed_pseudogene" ,
 "http://purl.obolibrary.org/obo/SO_0000029" , "WC_base_pair" ,
 "http://purl.obolibrary.org/obo/SO_0001303" , "two_methylthio_N6_cis_hydroxyisopentenyl_adenosine" ,
 "http://purl.obolibrary.org/obo/SO_0001120" , "polypeptide_nest_motif" ,
 "http://purl.obolibrary.org/obo/SO_0001922" , "mitochondrial_supercontig" ,
 "http://purl.obolibrary.org/obo/SO_0000010" , "protein_coding" ,
 "http://purl.obolibrary.org/obo/SO_0000104" , "polypeptide" ,
 "http://purl.obolibrary.org/obo/SO_0000688" , "golden_path" ,
 "http://purl.obolibrary.org/obo/SO_0000393" , "U4_snRNA" ,
 "http://purl.obolibrary.org/obo/SO_0000150" , "read" ,
 "http://purl.obolibrary.org/obo/SO_0000514" , "J_nonamer" ,
 "http://purl.obolibrary.org/obo/SO_1000156" , "inverted_interchromosomal_transposition" ,
 "http://purl.obolibrary.org/obo/SO_0001552" , "decreased_transcription_rate_variant" ,
 "http://purl.obolibrary.org/obo/SO_0001049" , "defective_conjugative_transposon" ,
 "http://purl.obolibrary.org/obo/SO_1000017" , "transversion" ,
 "http://purl.obolibrary.org/obo/SO_0001574" , "splice_acceptor_variant" ,
 "http://purl.obolibrary.org/obo/SO_0001260" , "sequence_collection" ,
 "http://purl.obolibrary.org/obo/SO_0002074" , "intergenic_1kb_variant" ,
 "http://purl.obolibrary.org/obo/SO_0000003" , "G_quartet" ,
 "http://purl.obolibrary.org/obo/SO_0001461" , "enhancer_binding_site" ,
 "http://purl.obolibrary.org/obo/SO_0002151" , "non_AUG_initiated_uORF" ,
 "http://purl.obolibrary.org/obo/SO_1000125" , "sequence_variant_causing_gain_of_function_of_polypeptide" ,
 "http://purl.obolibrary.org/obo/SO_0001993" , "extended_cis_splice_site" ,
 "http://purl.obolibrary.org/obo/SO_0001907" , "feature_elongation" ,
 "http://purl.obolibrary.org/obo/SO_1001251" , "CDS_supported_by_sequence_similarity_data" ,
 "http://purl.obolibrary.org/obo/SO_0001800" , "tasiRNA" ,
 "http://purl.obolibrary.org/obo/SO_0000561" , "heptamer_of_recombination_feature_of_vertebrate_immune_system_gene" ,
 "http://purl.obolibrary.org/obo/SO_0000188" , "intron" ,
 "http://purl.obolibrary.org/obo/SO_0000822" , "cyanelle_chromosome" ,
 "http://purl.obolibrary.org/obo/SO_0000518" , "V_DJ_cluster" ,
 "http://purl.obolibrary.org/obo/SO_0000111" , "transposable_element_gene" ,
 "http://purl.obolibrary.org/obo/SO_0000811" , "genomically_contaminated_cDNA_clone" ,
 "http://purl.obolibrary.org/obo/SO_0001067" , "polypeptide_motif" ,
 "http://purl.obolibrary.org/obo/SO_0000396" , "U6_snRNA" ,
 "http://purl.obolibrary.org/obo/SO_0001900" , "M26_binding_site" ,
 "http://purl.obolibrary.org/obo/SO_0001396" , "modified_L_isoleucine" ,
 "http://purl.obolibrary.org/obo/SO_0001810" , "PIP_box" ,
 "http://purl.obolibrary.org/obo/SO_0001476" , "natural_plasmid" ,
 "http://purl.obolibrary.org/obo/SO_0000325" , "rRNA_large_subunit_primary_transcript" ,
 "http://purl.obolibrary.org/obo/SO_0001580" , "coding_sequence_variant" ,
 "http://purl.obolibrary.org/obo/SO_0000642" , "SRP_RNA_encoding" ,
 "http://purl.obolibrary.org/obo/SO_0000542" , "V_DJ_C_cluster" ,
 "http://purl.obolibrary.org/obo/SO_1000072" , "sequence_variant_affecting_splice_donor" ,
 "http://purl.obolibrary.org/obo/SO_0001379" , "five_taurinomethyl_two_thiouridine" ,
 "http://purl.obolibrary.org/obo/SO_0000952" , "oriV" ,
 "http://purl.obolibrary.org/obo/SO_0002155" , "meiotic_recombination_region" ,
 "http://purl.obolibrary.org/obo/SO_0002082" , "incomplete_transcript_coding_splice_variant" ,
 "http://purl.obolibrary.org/obo/SO_0001002" , "rRNA_25S" ,
 "http://purl.obolibrary.org/obo/SO_0002085" , "unidirectional_gene_fusion" ,
 "http://purl.obolibrary.org/obo/SO_0001470" , "UST_match" ,
 "http://purl.obolibrary.org/obo/SO_0000830" , "chromosome_part" ,
 "http://purl.obolibrary.org/obo/SO_1001247" , "orphan_CDS" ,
 "http://purl.obolibrary.org/obo/SO_0000439" , "inverted_ring_chromosome" ,
 "http://purl.obolibrary.org/obo/SO_0001720" , "epigenetically_modified_region" ,
 "http://purl.obolibrary.org/obo/SO_0001562" , "polypeptide_post_translational_processing_variant" ,
 "http://purl.obolibrary.org/obo/SO_0001976" , "three_prime_sticky_end_restriction_enzyme_cleavage_site" ,
 "http://purl.obolibrary.org/obo/SO_0000274" , "snRNA" ,
 "http://purl.obolibrary.org/obo/SO_0001486" , "standard_draft" ,
 "http://purl.obolibrary.org/obo/SO_0001371" , "five_carboxymethylaminomethyl_two_thiouridine" ,
 "http://purl.obolibrary.org/obo/SO_0001469" , "five_prime_RST" ,
 "http://purl.obolibrary.org/obo/SO_0000992" , "BAC_cloned_genomic_insert" ,
 "http://purl.obolibrary.org/obo/SO_0000073" , "five_prime_three_prime_overlap" ,
 "http://purl.obolibrary.org/obo/SO_0002137" , "TR_V_Gene" ,
 "http://purl.obolibrary.org/obo/SO_0001085" , "sequence_conflict" ,
 "http://purl.obolibrary.org/obo/SO_0000629" , "five_prime_open_reading_frame" ,
 "http://purl.obolibrary.org/obo/SO_0001914" , "rDNA_replication_fork_barrier" ,
 "http://purl.obolibrary.org/obo/SO_0000120" , "protein_coding_primary_transcript" ,
 "http://purl.obolibrary.org/obo/SO_0000741" , "kinetoplast" ,
 "http://purl.obolibrary.org/obo/SO_0001693" , "blunt_end_restriction_enzyme_cleavage_junction" ,
 "http://purl.obolibrary.org/obo/SO_0001892" , "TFBS_amplification" ,
 "http://purl.obolibrary.org/obo/SO_0000141" , "terminator" ,
 "http://purl.obolibrary.org/obo/SO_0001596" , "transcript_secondary_structure_variant" ,
 "http://purl.obolibrary.org/obo/SO_1000149" , "bipartite_duplication" ,
 "http://purl.obolibrary.org/obo/SO_0001712" , "H3K79_trimethylation_site" ,
 "http://purl.obolibrary.org/obo/SO_0001415" , "deletion_breakpoint" ,
 "http://purl.obolibrary.org/obo/SO_0000987" , "linear" ,
 "http://purl.obolibrary.org/obo/SO_1001193" , "encodes_overlapping_polypeptides_different_start_and_stop" ,
 "http://purl.obolibrary.org/obo/SO_0000891" , "negatively_autoregulated_gene" ,
 "http://purl.obolibrary.org/obo/SO_1001284" , "regulon" ,
 "http://purl.obolibrary.org/obo/SO_0001011" , "PNA_oligo" ,
 "http://purl.obolibrary.org/obo/SO_0000716" , "dicistronic_mRNA" ,
 "http://purl.obolibrary.org/obo/SO_0000081" , "gene_array_member" ,
 "http://purl.obolibrary.org/obo/SO_0000975" , "minicircle_gene" ,
 "http://purl.obolibrary.org/obo/SO_0000376" , "RNA_6S" ,
 "http://purl.obolibrary.org/obo/SO_0001122" , "polypeptide_nest_right_left_motif" ,
 "http://purl.obolibrary.org/obo/SO_0001673" , "minus_12_signal" ,
 "http://purl.obolibrary.org/obo/SO_0000746" , "cyanelle_sequence" ,
 "http://purl.obolibrary.org/obo/SO_0000510" , "VD_gene_segment" ,
 "http://purl.obolibrary.org/obo/SO_0001054" , "transposon_fragment" ,
 "http://purl.obolibrary.org/obo/SO_0002112" , "coding_transcript_with_retained_intron" ,
 "http://purl.obolibrary.org/obo/SO_0000550" , "aneuploid_chromosome" ,
 "http://purl.obolibrary.org/obo/SO_1001271" , "archaeal_intron" ,
 "http://purl.obolibrary.org/obo/SO_0000747" , "leucoplast_sequence" ,
 "http://purl.obolibrary.org/obo/SO_0000888" , "maternally_imprinted_gene" ,
 "http://purl.obolibrary.org/obo/SO_0000724" , "oriT" ,
 "http://purl.obolibrary.org/obo/SO_1000095" , "sequence_variant_causing_nonconservative_amino_acid_substitution" ,
 "http://purl.obolibrary.org/obo/SO_0002073" , "no_sequence_alteration" ,
 "http://purl.obolibrary.org/obo/SO_0000700" , "remark" ,
 "http://purl.obolibrary.org/obo/SO_0001123" , "schellmann_loop" ,
 "http://purl.obolibrary.org/obo/SO_0000164" , "three_prime_cis_splice_site" ,
 "http://purl.obolibrary.org/obo/SO_0000778" , "pseudogenic_tRNA" ,
 "http://purl.obolibrary.org/obo/SO_0002078" , "incomplete_transcript_intronic_variant" ,
 "http://purl.obolibrary.org/obo/SO_0002109" , "transcribed_processed_pseudogene" ,
 "http://purl.obolibrary.org/obo/SO_0001400" , "modified_L_lysine" ,
 "http://purl.obolibrary.org/obo/SO_0000996" , "predicted_gene" ,
 "http://purl.obolibrary.org/obo/SO_0001155" , "beta_turn_type_eight" ,
 "http://purl.obolibrary.org/obo/SO_0000519" , "V_DJ_J_cluster" ,
 "http://purl.obolibrary.org/obo/SO_0000643" , "minisatellite" ,
 "http://purl.obolibrary.org/obo/SO_0000674" , "non_canonical_splice_site" ,
 "http://purl.obolibrary.org/obo/SO_0000024" , "sarcin_like_RNA_motif" ,
 "http://purl.obolibrary.org/obo/SO_0000313" , "stem_loop" ,
 "http://purl.obolibrary.org/obo/SO_0001617" , "polypeptide_truncation" ,
 "http://purl.obolibrary.org/obo/SO_0000500" , "Hoogsteen_base_pair" ,
 "http://purl.obolibrary.org/obo/SO_0000077" , "antisense" ,
 "http://purl.obolibrary.org/obo/SO_0000806" , "fusion" ,
 "http://purl.obolibrary.org/obo/SO_0000721" , "gene_with_dicistronic_primary_transcript" ,
 "http://purl.obolibrary.org/obo/SO_0000200" , "five_prime_coding_exon" ,
 "http://purl.obolibrary.org/obo/SO_0000078" , "polycistronic_transcript" ,
 "http://purl.obolibrary.org/obo/SO_0000259" , "glutaminyl_tRNA" ,
 "http://purl.obolibrary.org/obo/SO_0001668" , "proximal_promoter_element" ,
 "http://purl.obolibrary.org/obo/SO_0000602" , "guide_RNA" ,
 "http://purl.obolibrary.org/obo/SO_0001826" , "disruptive_inframe_deletion" ,
 "http://purl.obolibrary.org/obo/SO_1000160" , "unoriented_insertional_duplication" ,
 "http://purl.obolibrary.org/obo/SO_0001784" , "complex_structural_alteration" ,
 "http://purl.obolibrary.org/obo/SO_0002028" , "sORF" ,
 "http://purl.obolibrary.org/obo/SO_1000138" , "homo_compound_chromosome" ,
 "http://purl.obolibrary.org/obo/SO_1000152" , "uninverted_insertional_duplication" ,
 "http://purl.obolibrary.org/obo/SO_0000900" , "processed" ,
 "http://purl.obolibrary.org/obo/SO_0001578" , "stop_lost" ,
