lemma,poscode,surface
Katacalcin,3,http://bio2rdf.org/kegg:C15876, Katacalcin, Calcitonin carboxyl-terminal flanking peptide, Pdn-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaur-16-en-18-al,3,http://bio2rdf.org/kegg:C11873, Kaur-16-en-18-al, (-)-Kaur-16-en-18-al, 4alpha-Kaur-16-en-18-al, Kaurenal, ent-Kaurenal, ent-Kaur-16-en-19-al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Allothreonine,3,http://bio2rdf.org/kegg:C05519, L-Allothreonine, L-allo-Threonine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-alpha-Acetyl-N-normethadol,3,http://bio2rdf.org/kegg:C16661, L-alpha-Acetyl-N-normethadol, nor-LAAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-alpha-Acetyl-N,3,http://bio2rdf.org/kegg:C16662, L-alpha-Acetyl-N,N-dinormethadol, dinor-LAAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Amino acid,3,http://bio2rdf.org/kegg:C00151, L-Amino acid, L-2-Amino acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Anticapsin,3,http://bio2rdf.org/kegg:C20941, L-Anticapsin, Anticapsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Arabinono-1,3,http://bio2rdf.org/kegg:C01114, L-Arabinono-1,4-lactone, L-Arabonolactone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Arabinose,3,http://bio2rdf.org/kegg:C00259, L-Arabinose, L-Arabinopyranose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Arabitol,3,http://bio2rdf.org/kegg:C00532, L-Arabitol, L-Arabinol, L-Arabinitol, L-Lyxitol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Arginine,3,http://bio2rdf.org/kegg:C00062, L-Arginine, (S)-2-Amino-5-guanidinovaleric acid, L-Arg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Arginine phosphate,3,http://bio2rdf.org/kegg:C05945, L-Arginine phosphate, N5-[Imino(phosphonoamino)methyl]L-ornithine, omega-N-Phosphoarginine, Arginine phosphate, L-Arginine-NG-phosphoric acid, Phosphoarginine A, N-Phospho-L-arginine, N(omega)-Phospho-L-arginine, Phosphoarginine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Arginyl-tRNA(Arg),3,http://bio2rdf.org/kegg:C02163, L-Arginyl-tRNA(Arg), L-Arginyl-tRNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Arogenate,3,http://bio2rdf.org/kegg:C00826, L-Arogenate, L-Arogenic acid, Pretyrosine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Ascorbic acid-2-glucoside,3,http://bio2rdf.org/kegg:C18339, L-Ascorbic acid-2-glucoside, AA-2G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Ascorbic acid,3,http://bio2rdf.org/kegg:C20340, L-Ascorbic acid, 6-octadecanoate, L-Ascorbic acid monostearate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Asparagine,3,http://bio2rdf.org/kegg:C00152, L-Asparagine, 2-Aminosuccinamic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Asparaginyl-tRNA(Asn),3,http://bio2rdf.org/kegg:C03402, L-Asparaginyl-tRNA(Asn), Asn-tRNA(Asn), Asparaginyl-tRNA(Asn),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Aspartate,3,http://bio2rdf.org/kegg:C00049, L-Aspartate, L-Aspartic acid, 2-Aminosuccinic acid, L-Asp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Aspartate 4-semialdehyde,3,http://bio2rdf.org/kegg:C00441, L-Aspartate 4-semialdehyde, Aspartate beta-semialdehyde, L-Aspartic 4-semialdehyde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Aspartyl-tRNA(Asn),3,http://bio2rdf.org/kegg:C06113, L-Aspartyl-tRNA(Asn), Asp-tRNA(Asn), Aspartyl-tRNA(Asn),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Azetidine 2-carboxylic acid,3,http://bio2rdf.org/kegg:C08267, L-Azetidine 2-carboxylic acid, Azetidyl-2-carboxylic acid, (S)-(-)-Azetidine-2-carboxylic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Baikiain,3,http://bio2rdf.org/kegg:C08268, L-Baikiain,4,5-Dehydropipecolic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-beta-Phenylalanine,3,http://bio2rdf.org/kegg:C20487, L-beta-Phenylalanine, (R)-3-Amino-3-phenylpropanoate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Bornesitol,3,http://bio2rdf.org/kegg:C03660, L-Bornesitol, (+)-Bornesitol, 3-O-Methyl-myo-inositol, 1D-3-O-Methyl-myo-inositol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Canaline,3,http://bio2rdf.org/kegg:C08270, L-Canaline, Canaline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Capreomycidine,3,http://bio2rdf.org/kegg:C18472, L-Capreomycidine, (2S,3R)-Capreomycidine, (S)-2-Amino-2-[(R)-2-iminohexahydropyrimidin-4-yl]acetic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Carnitine,3,http://bio2rdf.org/kegg:C00318, L-Carnitine, L-gamma-Trimethyl-beta-hydroxybutyrobetaine, Vitamin BT, 3-Carboxy-2-hydroxy-N,N,N-trimethyl-1-propanaminium hydroxide, inner salt, Levocarnitine, (R)-Carnitine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Citrulline,3,http://bio2rdf.org/kegg:C00327, L-Citrulline, 2-Amino-5-ureidovaleric acid, Citrulline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Cysteate,3,http://bio2rdf.org/kegg:C00506, L-Cysteate, L-Cysteic acid, 3-Sulfoalanine, 2-Amino-3-sulfopropionic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Cysteine,3,http://bio2rdf.org/kegg:C00097, L-Cysteine, L-2-Amino-3-mercaptopropionic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Cysteine-S-conjugate,3,http://bio2rdf.org/kegg:C02882, L-Cysteine-S-conjugate, S-Aryl-L-cysteine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Cystine,3,http://bio2rdf.org/kegg:C00491, L-Cystine, L-Dicysteine, L-alpha-Diamino-beta-dithiolactic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Djenkolic acid,3,http://bio2rdf.org/kegg:C08275, L-Djenkolic acid, Djenkolic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Dopachrome,3,http://bio2rdf.org/kegg:C01693, L-Dopachrome, 2-L-Carboxy-2,3-dihydroindole-5,6-quinone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-erythro-3-Methylmalyl-CoA,3,http://bio2rdf.org/kegg:C06027, L-erythro-3-Methylmalyl-CoA, beta-Methylmalyl-CoA, (2R,3S)-2-Methylmalyl-CoA, L-erythro-beta-Methylmalyl-CoA, (2R,3S)-2-Methyl-3-carboxy-3-hydroxypropanoyl-CoA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Erythrulose,3,http://bio2rdf.org/kegg:C02045, L-Erythrulose, L-glycero-Tetrulose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Formylkynurenine,3,http://bio2rdf.org/kegg:C02700, L-Formylkynurenine, N-Formyl-L-kynurenine, N-Formylkynurenine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Fructose,3,http://bio2rdf.org/kegg:C01719, L-Fructose, L-arabino-Hexulose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Fucose 1-phosphate,3,http://bio2rdf.org/kegg:C02985, L-Fucose 1-phosphate, 6-Deoxy-L-galactose 1-phosphate, beta-L-Fucose 1-phosphate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Fuculose,3,http://bio2rdf.org/kegg:C01721, L-Fuculose, 6-Deoxy-L-tagatose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Galactonate,3,http://bio2rdf.org/kegg:C15930, L-Galactonate, L-Galactonic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Glucitol,3,http://bio2rdf.org/kegg:C01722, L-Glucitol, L-Sorbitol, D-Gulitol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Glutamate,3,http://bio2rdf.org/kegg:C00025, L-Glutamate, L-Glutamic acid, L-Glutaminic acid, Glutamate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Glutamate 5-semialdehyde,3,http://bio2rdf.org/kegg:C01165, L-Glutamate 5-semialdehyde, L-Glutamate gamma-semialdehyde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Glutamine,3,http://bio2rdf.org/kegg:C00064, L-Glutamine, L-2-Aminoglutaramic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Glutamyl 1-phosphate,3,http://bio2rdf.org/kegg:C05765, L-Glutamyl 1-phosphate, alpha-L-Glutamyl phosphate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Glutamyl 5-phosphate,3,http://bio2rdf.org/kegg:C03287, L-Glutamyl 5-phosphate, L-Glutamate 5-phosphate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Glutamyl-tRNA(Gln),3,http://bio2rdf.org/kegg:C06112, L-Glutamyl-tRNA(Gln), Glu-tRNA(Gln), Glutamyl-tRNA(Gln),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Glyceraldehyde,3,http://bio2rdf.org/kegg:C02426, L-Glyceraldehyde, L-2,3-Dihydroxypropionaldehyde, L-2,3-Dihydroxypropanal, L-Glycerose, L-Aldotriose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Gulonate,3,http://bio2rdf.org/kegg:C00800, L-Gulonate, L-Gulonic acid, Gulonate, Gulonic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Gulono-1,3,http://bio2rdf.org/kegg:C01040, L-Gulono-1,4-lactone, L-Gulono-gamma-lactone, gamma-Gulonolactone, L-Gulonic acid gamma-lactone, L-Gulonolactone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Histidine,3,http://bio2rdf.org/kegg:C00135, L-Histidine, (S)-alpha-Amino-1H-imidazole-4-propionic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Homocysteic acid,3,http://bio2rdf.org/kegg:C16511, L-Homocysteic acid, (2S)-2-Amino-4-sulfobutanoic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Homocysteine,3,http://bio2rdf.org/kegg:C00155, L-Homocysteine, L-2-Amino-4-mercaptobutyric acid, Homocysteine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Homocystine,3,http://bio2rdf.org/kegg:C01817, L-Homocystine, Homocystine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Homoserine,3,http://bio2rdf.org/kegg:C00263, L-Homoserine, 2-Amino-4-hydroxybutyric acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Hydroxyarginine,3,http://bio2rdf.org/kegg:C20330, L-Hydroxyarginine, delta-Hydroxyarginine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Hydroxylysine,3,http://bio2rdf.org/kegg:C16741, L-Hydroxylysine, 5-Hydroxy-L-lysine, L-erythro-5-Hydroxylysine, (5R)-5-Hydroxy-L-lysine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Hyoscyamine,3,http://bio2rdf.org/kegg:C02046, L-Hyoscyamine, L-Tropine tropate, Daturine, Duboisine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Isoleucine,3,http://bio2rdf.org/kegg:C00407, L-Isoleucine, 2-Amino-3-methylvaleric acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Isoprenaline,3,http://bio2rdf.org/kegg:C11703, L-Isoprenaline, Levisoprenaline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Kynurenine,3,http://bio2rdf.org/kegg:C00328, L-Kynurenine, 3-Anthraniloyl-L-alanine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Leucine,3,http://bio2rdf.org/kegg:C00123, L-Leucine, 2-Amino-4-methylvaleric acid, (2S)-alpha-2-Amino-4-methylvaleric acid, (2S)-alpha-Leucine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Leucyl-tRNA,3,http://bio2rdf.org/kegg:C02047, L-Leucyl-tRNA, L-Leucyl-tRNA(Leu),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Lysine,3,http://bio2rdf.org/kegg:C00047, L-Lysine, Lysine acid,2,6-Diaminohexanoic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Lysine 1,3,http://bio2rdf.org/kegg:C02837, L-Lysine 1,6-lactam, L-2-Aminohexano-6-lactam, L-alpha-Aminocaprolactam, (S)-2-Aminohexano-6-lactam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Lysyl-tRNA,3,http://bio2rdf.org/kegg:C01931, L-Lysyl-tRNA, L-Lysyl-tRNA(Lys),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Lyxonate,3,http://bio2rdf.org/kegg:C05412, L-Lyxonate, L-Lyxonic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Malyl-CoA,3,http://bio2rdf.org/kegg:C04348, L-Malyl-CoA, (S)-Malyl-CoA, Malyl-CoA, (3S)-3-Carboxy-3-hydroxypropanoyl-CoA, (3S)-3-Carboxy-3-hydroxypropionyl-CoA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Methionine,3,http://bio2rdf.org/kegg:C00073, L-Methionine, Methionine, L-2-Amino-4methylthiobutyric acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Methionine sulfoximine,3,http://bio2rdf.org/kegg:C03510, L-Methionine sulfoximine, (2S)-2-Amino-4-(S-methylsufonimidoyl)-butanoic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Methionyl-tRNA,3,http://bio2rdf.org/kegg:C02430, L-Methionyl-tRNA, L-Methionyl-tRNA(Met),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Mimosine,3,http://bio2rdf.org/kegg:C04771, L-Mimosine, Leucenol, (S)-2-Amino-3-(3-hydroxy-4-oxo-4H-pyridin-1-yl)propanoate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-N2-(2-Carboxyethyl)arginine,3,http://bio2rdf.org/kegg:C06655, L-N2-(2-Carboxyethyl)arginine, N2-(2-Carboxyethyl)-L-arginine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Noradrenaline,3,http://bio2rdf.org/kegg:C00547, L-Noradrenaline, Noradrenaline, Norepinephrine, Arterenol, 4-[(1R)-2-Amino-1-hydroxyethyl]-1,2-benzenediol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Norleucine,3,http://bio2rdf.org/kegg:C01933, L-Norleucine, L-Aminohexanoic acid, L-Aminohexanoate, L-2-Aminohexanoic acid, L-2-Aminohexanoate, (S)-2-Aminohexanoic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Norvaline,3,http://bio2rdf.org/kegg:C01826, L-Norvaline, L-2-Aminovaleric acid, L-2-Aminopentanoic acid, (S)-2-Aminopentanoic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Ornithine,3,http://bio2rdf.org/kegg:C00077, L-Ornithine, (S)-2,5-Diaminovaleric acid, (S)-2,5-Diaminopentanoic acid, (S)-2,5-Diaminopentanoate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Phenylalanine,3,http://bio2rdf.org/kegg:C00079, L-Phenylalanine, (S)-alpha-Amino-beta-phenylpropionic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Phenylglycine,3,http://bio2rdf.org/kegg:C18623, L-Phenylglycine, Phenylglycine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Pipecolate,3,http://bio2rdf.org/kegg:C00408, L-Pipecolate, Pipecolinic acid, Pipecolic acid, 2-Piperidinecarboxylic acid, (S)-Piperidine-2-carboxylic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Prolinamide,3,http://bio2rdf.org/kegg:C19781, L-Prolinamide, (S)-Pyrrolidine-2-carboxamide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Proline,3,http://bio2rdf.org/kegg:C00148, L-Proline, 2-Pyrrolidinecarboxylic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Pyrrolysine,3,http://bio2rdf.org/kegg:C16138, L-Pyrrolysine, Pyrrolysine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Rhamnonate,3,http://bio2rdf.org/kegg:C01934, L-Rhamnonate, 6-Deoxy-L-mannonic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Rhamnono-1,3,http://bio2rdf.org/kegg:C02991, L-Rhamnono-1,4-lactone, L-Rhamno-1,4-lactone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Rhamnose,3,http://bio2rdf.org/kegg:C00507, L-Rhamnose, 6-Deoxy-L-mannose, L-Mannomethylose, L-Rhamnopyranose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Rhamnulose,3,http://bio2rdf.org/kegg:C00861, L-Rhamnulose, 6-Deoxy-L-fructose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Ribulose,3,http://bio2rdf.org/kegg:C00508, L-Ribulose, L-erythro-Pentulose, L-Arabinoketose, L-Arabinulose, L-Riboketose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
