qtl_id,traitName_asinArticle,traitName_ontologyTerm,traitUri,featureName_asinArticle,featureName_ontologyTerm,featureUri_ontologyId,featureValue,featureValue_ontologyTerm,featureValueUri_ontologyId,pmcId,doi,tableId
PMC4321030_TABLE 2_16,Plant width,plant width,http://purl.obolibrary.org/obo/TO_0006062,F Values Genotype,genotype,http://www.ebi.ac.uk/efo/EFO_0000513,4.16‡,4.16‡,,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 2
PMC4321030_TABLE 2_17,Plant shape,Plant shape,,F Values Genotype,genotype,http://www.ebi.ac.uk/efo/EFO_0000513,2.70‡,2.70‡,,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 2
PMC4321030_TABLE 2_18,Plant size,plant size,http://purl.obolibrary.org/obo/SP_0000002,F Values Genotype,genotype,http://www.ebi.ac.uk/efo/EFO_0000513,6.79‡,6.79‡,,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 2
PMC4321030_TABLE 4_0_19,Days to 1st ripe fruit,Days to 1st ripe fruit,,Peak Marker or Interval,Peak Marker or Interval,,J1,J1,,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_0
PMC4321030_TABLE 4_0_20,Days to 50% ripe fruit,fruit,http://purl.obolibrary.org/obo/PO_0009001,Peak Marker or Interval,Peak Marker or Interval,,TG194,TG194,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene73_0-i22,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_0
PMC4321030_TABLE 4_0_21,Yield,yield,http://purl.obolibrary.org/obo/SP_0000198,Peak Marker or Interval,Peak Marker or Interval,,At4g10050,At4g10050,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene150_0-i23,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_0
PMC4321030_TABLE 4_0_22,Fruit height,fruit,http://purl.obolibrary.org/obo/PO_0009001,Peak Marker or Interval,Peak Marker or Interval,,TG194,TG194,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene73_0-i22,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_0
PMC4321030_TABLE 4_0_23,Fruit width,fruit width,http://purl.obolibrary.org/obo/TO_0002627,Peak Marker or Interval,Peak Marker or Interval,,TG194,TG194,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene73_0-i22,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_0
PMC4321030_TABLE 4_0_24,Fruit shape,fruit shape,http://purl.obolibrary.org/obo/TO_0002628,Peak Marker or Interval,Peak Marker or Interval,,At5g04590,At5g04590,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene210_0-i23,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_0
PMC4321030_TABLE 4_0_25,Fruit size,fruit size,http://purl.obolibrary.org/obo/TO_0002625,Peak Marker or Interval,Peak Marker or Interval,,T0408,T0408,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene78_0-i22,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_0
PMC4321030_TABLE 4_0_26,Fruit weight,fruit weight,http://purl.obolibrary.org/obo/TO_0002746,Peak Marker or Interval,Peak Marker or Interval,,At5g04590,At5g04590,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene210_0-i23,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_0
PMC4321030_TABLE 4_0_27,Seed weight,seed weight,http://purl.obolibrary.org/obo/TO_0000181,Peak Marker or Interval,Peak Marker or Interval,,T0408,T0408,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene78_0-i22,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_0
PMC4321030_TABLE 4_0_28,oBrix,oBrix,,Peak Marker or Interval,Peak Marker or Interval,,T0408,T0408,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene78_0-i22,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_0
PMC4321030_TABLE 4_0_29,pH,pH,http://purl.obolibrary.org/obo/SP_0000170,Peak Marker or Interval,Peak Marker or Interval,,At5g16710,At5g16710,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene95_0-i22,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_0
PMC4321030_TABLE 4_0_30,Canopy density,plant canopy,http://purl.obolibrary.org/obo/SP_0000236,Peak Marker or Interval,Peak Marker or Interval,,J1,J1,,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_0
PMC4321030_TABLE 4_0_31,Plant habit,plant habit,http://purl.obolibrary.org/obo/SP_0000003,Peak Marker or Interval,Peak Marker or Interval,,J1,J1,,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_0
PMC4321030_TABLE 4_0_32,Plant height,plant height,http://purl.obolibrary.org/obo/TO_0000207,Peak Marker or Interval,Peak Marker or Interval,,TG194,TG194,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene73_0-i22,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_0
PMC4321030_TABLE 4_0_33,Plant width,plant width,http://purl.obolibrary.org/obo/TO_0006062,Peak Marker or Interval,Peak Marker or Interval,,At4g22260,At4g22260,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene100_0-i22,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_0
PMC4321030_TABLE 4_0_34,Plant shape,Plant shape,,Peak Marker or Interval,Peak Marker or Interval,,T0408,T0408,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene78_0-i22,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_0
PMC4321030_TABLE 4_0_35,Plant size,plant size,http://purl.obolibrary.org/obo/SP_0000002,Peak Marker or Interval,Peak Marker or Interval,,TG194,TG194,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene73_0-i22,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_0
PMC4321030_TABLE 4_1_36,Days to 1st ripe fruit,Days to 1st ripe fruit,,Flanking Markers,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG194-TG523,TG523,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene89_0-i22,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_1
PMC4321030_TABLE 4_1_37,Days to 50% ripe fruit,fruit,http://purl.obolibrary.org/obo/PO_0009001,Flanking Markers,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG194-T0408,T0408,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene78_0-i22,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_1
PMC4321030_TABLE 4_1_38,Yield,yield,http://purl.obolibrary.org/obo/SP_0000198,Flanking Markers,marker,http://purl.obolibrary.org/obo/SO_0001645 ,cLEX4G10-At5g04590,At5g04590,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene210_0-i23,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_1
PMC4321030_TABLE 4_1_39,Fruit height,fruit,http://purl.obolibrary.org/obo/PO_0009001,Flanking Markers,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG194-J1,TG194,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene73_0-i22,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_1
PMC4321030_TABLE 4_1_40,Fruit width,fruit width,http://purl.obolibrary.org/obo/TO_0002627,Flanking Markers,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG194-T0408,T0408,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene78_0-i22,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_1
PMC4321030_TABLE 4_1_41,Fruit shape,fruit shape,http://purl.obolibrary.org/obo/TO_0002628,Flanking Markers,marker,http://purl.obolibrary.org/obo/SO_0001645 ,At2g14260-TG400,At2g14260,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene165_0-i23,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_1
PMC4321030_TABLE 4_1_42,Fruit size,fruit size,http://purl.obolibrary.org/obo/TO_0002625,Flanking Markers,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG194-TG523,TG523,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene89_0-i22,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_1
PMC4321030_TABLE 4_1_43,Fruit weight,fruit weight,http://purl.obolibrary.org/obo/TO_0002746,Flanking Markers,marker,http://purl.obolibrary.org/obo/SO_0001645 ,At1g44790-TG400,TG400,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene221_0-i23,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_1
PMC4321030_TABLE 4_1_44,Seed weight,seed weight,http://purl.obolibrary.org/obo/TO_0000181,Flanking Markers,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG194-J1,TG194,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene73_0-i22,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_1
PMC4321030_TABLE 4_1_45,oBrix,oBrix,,Flanking Markers,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG194-J1,TG194,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene73_0-i22,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_1
PMC4321030_TABLE 4_1_46,pH,pH,http://purl.obolibrary.org/obo/SP_0000170,Flanking Markers,marker,http://purl.obolibrary.org/obo/SO_0001645 ,At2g22570-U340899,At2g22570,http://solgenomics.net/genome/Solanum_pennellii/variation/C2_At2g22570,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_1
PMC4321030_TABLE 4_1_47,Canopy density,plant canopy,http://purl.obolibrary.org/obo/SP_0000236,Flanking Markers,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG194-TG523,TG523,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene89_0-i22,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_1
PMC4321030_TABLE 4_1_48,Plant habit,plant habit,http://purl.obolibrary.org/obo/SP_0000003,Flanking Markers,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG194-TG523,TG523,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene89_0-i22,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_1
PMC4321030_TABLE 4_1_49,Plant height,plant height,http://purl.obolibrary.org/obo/TO_0000207,Flanking Markers,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG194-T0408,T0408,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene78_0-i22,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_1
PMC4321030_TABLE 4_1_50,Plant width,plant width,http://purl.obolibrary.org/obo/TO_0006062,Flanking Markers,marker,http://purl.obolibrary.org/obo/SO_0001645 ,J1-At1g21690,At1g21690,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene110_0-i22,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_1
PMC4321030_TABLE 4_1_51,Plant shape,Plant shape,,Flanking Markers,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG194-TG523,TG523,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene89_0-i22,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_1
PMC4321030_TABLE 4_1_52,Plant size,plant size,http://purl.obolibrary.org/obo/SP_0000002,Flanking Markers,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG194-T0408,T0408,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene78_0-i22,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_1
PMC2267253_Table 2_53,Rrs 3.0–12.0 (Q),Rrs 3.0–12.0 (Q),,Pathogen,pathogen,http://www.ebi.ac.uk/efo/EFO_0000643,Ralstonia solanacearum,Ralstonia solanacearum,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 2
PMC2267253_Table 2_54,11 (Q),11 (Q),,Pathogen,pathogen,http://www.ebi.ac.uk/efo/EFO_0000643,Alternaria solani,Alternaria solani,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 2
PMC2267253_Table 2_55,13 (Q),13 (Q),,Pathogen,pathogen,http://www.ebi.ac.uk/efo/EFO_0000643,Alternaria solani,Alternaria solani,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 2
PMC2267253_Table 2_56,7 (Q),7 (Q),,Pathogen,pathogen,http://www.ebi.ac.uk/efo/EFO_0000643,Alternaria solani,Alternaria solani,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 2
PMC2267253_Table 4_57,Anther-tube width,plant width,http://purl.obolibrary.org/obo/TO_0006062,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,2 Q,2 Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 4
PMC2267253_Table 4_58,Anther-tube length,Anther-tube length,,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,2 Q,2 Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 4
PMC2267253_Table 4_59,Carotenoid biosynthesis candidate genes,carotenoid content,http://purl.obolibrary.org/obo/TO_0000496,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,23 G,23 G,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 4
PMC2267253_Table 4_60,Corolla indentation,corolla,http://purl.obolibrary.org/obo/PO_0009059,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,2 Q,2 Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 4
PMC2267253_Table 4_61,Flwr., exerted stigma,stigma,http://purl.obolibrary.org/obo/PO_0009073,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,4 Q,4 Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 4
PMC2267253_Table 4_62,Flwr., exerted stigma,stigma,http://purl.obolibrary.org/obo/PO_0009073,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,1 Q,1 Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 4
PMC2267253_Table 4_63,Flwr., exerted stigma,stigma,http://purl.obolibrary.org/obo/PO_0009073,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,2 Q,2 Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 4
PMC2267253_Table 4_64,Flwr., petal apex angle,petal apex,http://purl.obolibrary.org/obo/PO_0025144,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,1 Q,1 Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 4
PMC2267253_Table 4_65,Flwr., petal length,petal length,http://purl.obolibrary.org/obo/TO_0002605,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,2 Q,2 Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 4
PMC2267253_Table 4_66,Flwr., petal number,petal number,http://purl.obolibrary.org/obo/TO_0006039,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,1 Q,1 Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 4
PMC2267253_Table 4_67,Flwr., petal surf. area,petal,http://purl.obolibrary.org/obo/PO_0009032,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,1 Q,1 Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 4
PMC2267253_Table 4_68,Flwr., petiolule length,petiolule length,http://purl.obolibrary.org/obo/TO_0000887,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,2 Q,2 Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 4
PMC2267253_Table 4_69,Flwr., sepal apex angle,sepal apex,http://purl.obolibrary.org/obo/PO_0025145,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,2 Q,2 Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 4
PMC2267253_Table 4_70,Flwr., sepal D/L ratio,sepal,http://purl.obolibrary.org/obo/PO_0009031,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,3 Q,3 Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 4
PMC2267253_Table 4_71,Flwr., sepal number,sepal number,http://purl.obolibrary.org/obo/TO_0006040,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,2 Q,2 Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 4
PMC2267253_Table 4_72,Flwr., sepal surf. area,sepal,http://purl.obolibrary.org/obo/PO_0009031,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,1 Q,1 Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 4
PMC2267253_Table 4_73,Flwr., sepal width,sepal width,http://purl.obolibrary.org/obo/TO_0002608,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,1 Q,1 Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 4
PMC2267253_Table 4_74,Flwr., sepal W/L ratio,sepal,http://purl.obolibrary.org/obo/PO_0009031,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,2 Q,2 Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 4
PMC2267253_Table 4_75,Frt. antioxidant capacity,Frt. antioxidant capacity,,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,5 Q,5 Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 4
PMC2267253_Table 4_76,Frt. ascorbic acid,Frt. ascorbic acid,,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,6 Q,6 Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 4
PMC2267253_Table 4_77,Frt. citric acid content,citric acid,http://purl.obolibrary.org/obo/SP_0000166,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,7 Q,7 Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 4
PMC2267253_Table 4_78,									Frt. color,plant color,http://purl.obolibrary.org/obo/TO_0000708,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,2 Q,2 Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 4
PMC2267253_Table 4_79,									Frt. color,plant color,http://purl.obolibrary.org/obo/TO_0000708,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,5 Q,5 Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 4
PMC2267253_Table 4_80,									Frt. color,plant color,http://purl.obolibrary.org/obo/TO_0000708,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,8 Q,8 Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 4
PMC2267253_Table 4_81,									Frt. color,plant color,http://purl.obolibrary.org/obo/TO_0000708,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,15 Q,15 Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 4
PMC2267253_Table 4_82,									Frt. color,plant color,http://purl.obolibrary.org/obo/TO_0000708,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,1 Q,1 Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 4
PMC2267253_Table 4_83,Frt. color (β-carotene),plant color,http://purl.obolibrary.org/obo/TO_0000708,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,6 Q,6 Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 4
PMC2267253_Table 4_84,Frt. color (β-carotene),plant color,http://purl.obolibrary.org/obo/TO_0000708,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,2 Q,2 Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 4
PMC2267253_Table 4_85,Frt. color (carotene content),plant color,http://purl.obolibrary.org/obo/TO_0000708,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,3 Q,3 Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 4
PMC2267253_Table 4_86,									Frt. color (external),plant color,http://purl.obolibrary.org/obo/TO_0000708,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,9 Q,9 Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 4
PMC2267253_Table 4_87,									Frt. color (external),plant color,http://purl.obolibrary.org/obo/TO_0000708,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,2 Q,2 Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 4
PMC2267253_Table 4_88,									Frt. color (internal),plant color,http://purl.obolibrary.org/obo/TO_0000708,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,15 Q,15 Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 4
PMC2267253_Table 4_89,									Frt. color (internal),plant color,http://purl.obolibrary.org/obo/TO_0000708,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,3 Q,3 Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 4
PMC2267253_Table 4_90,									Frt. color (internal),plant color,http://purl.obolibrary.org/obo/TO_0000708,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,1 Q,1 Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 4
PMC2267253_Table 4_91,									Frt. color (internal),plant color,http://purl.obolibrary.org/obo/TO_0000708,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,16 Q,16 Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 4
PMC2267253_Table 4_92,Frt. color (lycopene),lycopene content,http://purl.obolibrary.org/obo/TO_0002699,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,8 Q,8 Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 4
PMC2267253_Table 4_93,Frt. color (lycopene),lycopene content,http://purl.obolibrary.org/obo/TO_0002699,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,5 Q,5 Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 4
PMC2267253_Table 4_94,Frt. color (lycopene),lycopene content,http://purl.obolibrary.org/obo/TO_0002699,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,2 Q,2 Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 4
PMC2267253_Table 4_95,Frt. color (orange),plant color,http://purl.obolibrary.org/obo/TO_0000708,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,2 Q,2 Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 4
PMC2267253_Table 4_96,Frt. color (yellow),plant color,http://purl.obolibrary.org/obo/TO_0000708,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,1 Q,1 Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 4
PMC2267253_Table 4_97,Frt. cracking,Frt. cracking,,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,5 Q,5 Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 4
PMC2267253_Table 4_98,Frt. cracking (concentric),Frt. cracking (concentric),,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,3 Q,3 Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 4
PMC2267253_Table 4_99,Frt. cracking (radial),Frt. cracking (radial),,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,2 Q,2 Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 4
PMC2267253_Table 4_100,									Frt. diameter,									Frt. diameter,,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,3 Q,3 Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 4
