4354307,2,8,51,"C6 2012","C6 2012",,,sbei2ag," ",,,10.3389/fpls.2015.00143
4354307,2,9,51,"C3 2011","C3 2011",,,sbei5tc," ",,,10.3389/fpls.2015.00143
4354307,2,10,51,"C3 2012","C3 2012",,,ssiii7tc," ",,,10.3389/fpls.2015.00143
4354307,2,11,51,"C3 2012","C3 2012",,,ssiii11gc," ",,,10.3389/fpls.2015.00143
4354307,2,12,51,"C3 2011","C3 2011",,,sbeii180," ",,,10.3389/fpls.2015.00143
4354307,2,13,51,"C6 2011","C6 2011",,,sbeii180," ",,,10.3389/fpls.2015.00143
4855764,4,8,55,"Fruit shape","fruit shape",http://purl.obolibrary.org/obo/SP_0000038,,SNPindownstream-regulatory," ",Wuschel(LC)," ",10.1186/s12864-016-2656-8
5345157,2,1,58,"Chip darkening index","Chip darkening index",,,InvGE-C2475454T," ",InvGE-C2475454T," ",10.1186/s12863-017-0489-3
5345157,2,2,58,Fructose,fructose,http://purl.obolibrary.org/obo/SP_0000386,,InvGE-G2475344Ad," ",InvGE-G2475344Ad," ",10.1186/s12863-017-0489-3
5345157,2,3,58,Fructose,fructose,http://purl.obolibrary.org/obo/SP_0000386,,InvGE-C2475295A," ",InvGE-C2475295A," ",10.1186/s12863-017-0489-3
5345157,2,4,58,Fructose,fructose,http://purl.obolibrary.org/obo/SP_0000386,,InvGE-G2475187A," ",InvGE-G2475187A," ",10.1186/s12863-017-0489-3
5345157,2,5,58,Glucose,glucose,http://purl.obolibrary.org/obo/SP_0000215,,InvGE-G2475187A," ",InvGE-G2475187A," ",10.1186/s12863-017-0489-3
5345157,2,6,58,"Total sugars",sugars,http://purl.obolibrary.org/obo/SP_0000385,,InvGE-G2475187A," ",InvGE-G2475187A," ",10.1186/s12863-017-0489-3
5345157,2,7,58,Sucrose,sucrose,http://purl.obolibrary.org/obo/SP_0000214,,SssI-C45711901T," ",SssI-C45711901T," ",10.1186/s12863-017-0489-3
